QMTCODE,JJCODE,NAME,CLASS1,CLASS2,CLASS3,CONCEPTIONS,BENCHMARK
300468.SZ,SZSE.300468,四方精创,计算机,软件开发,垂直应用软件,"NFT概念,QFII重仓,Web3.0,参股银行,创业板综,国产软件,华为概念,机构重仓,跨境支付,区块链,人工智能,融资融券,深成500,深股通,深圳特区,数据确权,数字货币,数字经济,信创",A
300470.SZ,SZSE.300470,中密控股,机械设备,通用设备,其他通用设备,"参股新三板,创业板综,核能核电,深股通,西部大开发,养老金,专精特新",A
300474.SZ,SZSE.300474,景嘉微,国防军工,军工电子Ⅱ,军工电子Ⅲ,"AI芯片,DeepSeek概念,MSCI中国,半导体概念,超清视频,创业板综,创业成份,富时罗素,国产芯片,机构重仓,军工,军民融合,人工智能,融资融券,深成500,深股通,算力概念,信创,中证500,专精特新",A
300475.SZ,SZSE.300475,香农芯创,电子,其他电子Ⅱ,其他电子Ⅲ,"百元股,半导体概念,创业板综,存储芯片,高带宽内存,机构重仓,融资融券,深成500,深股通,养老金",A
300476.SZ,SZSE.300476,胜宏科技,电子,元件,印制电路板,"5G概念,HS300_,MSCI中国,OLED,PCB,百元股,创业板综,创业成份,富时罗素,富士康,机器人概念,人形机器人,融资融券,深成500,深股通,深证100R,特斯拉,物联网,小米概念,新能源车,英伟达概念",A
300487.SZ,SZSE.300487,蓝晓科技,基础化工,塑料,合成树脂,"MSCI中国,创业板综,创业成份,第四代半导体,工业大麻,节能环保,融资融券,深成500,深股通,碳交易,西部大开发,小金属概念,新材料,养老金,中证500,专精特新,转债标的,锂电池",A
300491.SZ,SZSE.300491,通合科技,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,"QFII重仓,充电桩,创业板综,高压快充,换电概念,军工,新能源,新能源车,雄安新区,智能电网",A
300494.SZ,SZSE.300494,盛天网络,传媒,游戏Ⅱ,游戏Ⅲ,"AI应用,DeepSeek概念,VPN,创业板综,电子竞技,短剧互动游戏,谷子经济,深股通,网络游戏,元宇宙概念,云计算",A
300496.SZ,SZSE.300496,中科创达,计算机,IT服务Ⅱ,IT服务Ⅲ,"5G概念,AIPC,AI手机,AI眼镜,AI应用,AI智能体,ChatGPT概念,DeepSeek概念,MSCI中国,百度概念,边缘计算,车联网(车路云),创业板综,创业成份,低空经济,抖音概念(字节概念),多模态AI,富时罗素,国产软件,鸿蒙概念,华为概念,混合现实,机器人概念,区块链,人工智能,融资融券,深成500,深股通,无人机,无人驾驶,物联网,小米概念,虚拟数字人,虚拟现实,英伟达概念,元宇宙概念,智能穿戴,中证500",A
300498.SZ,SZSE.300498,温氏股份,农林牧渔,养殖业,生猪养殖,"HS300_,MSCI中国,创业板综,创业成份,反内卷概念,富时罗素,华为概念,鸡肉概念,融资融券,乳业,深成500,深股通,深证100R,乡村振兴,新零售,猪肉概念,转债标的",C
300502.SZ,SZSE.300502,新易盛,通信,通信设备,通信网络设备及器件,"2025中报预增,5G概念,CPO概念,HS300_,MSCI中国,百元股,创业板综,创业成份,富时罗素,光通信模块,基金重仓,融资融券,深成500,深股通,深证100R,算力概念,西部大开发",A
300529.SZ,SZSE.300529,健帆生物,医药生物,医疗器械,医疗耗材,"创业板综,创业成份,富时罗素,肝炎概念,融资融券,深成500,深股通,医疗器械概念,中证500,转债标的",B
300533.SZ,SZSE.300533,冰川网络,传媒,游戏Ⅱ,游戏Ⅲ,"2025三季报扭亏,2025中报扭亏,创业板综,深股通,深圳特区,网络游戏",A
300537.SZ,SZSE.300537,广信材料,电子,电子化学品Ⅱ,电子化学品Ⅲ,"5G概念,BC电池,OLED,PCB,QFII重仓,创业板综,富士康,光刻机(胶),海洋经济,华为概念,机构重仓,深股通,新材料",A
300545.SZ,SZSE.300545,联得装备,电子,光学光电子,面板,"MiniLED,OLED,半导体概念,超清视频,创业板综,独角兽,固态电池,国产芯片,华为概念,机器人概念,钠离子电池,苹果概念,柔性屏(折叠屏),深股通,深圳特区,专精特新,锂电池",A
300548.SZ,SZSE.300548,长芯博创,通信,通信设备,通信网络设备及器件,"5G概念,CPO概念,F5G概念,百元股,创业板综,创业成份,光通信模块,国产芯片,华为概念,融资融券,深成500,深股通,铜缆高速连接,专精特新",A
300558.SZ,SZSE.300558,贝达药业,医药生物,化学制药,化学制剂,"创新药,创业板综,创业成份,单抗概念,富时罗素,基因测序,精准医疗,免疫治疗,融资融券,深成500,深股通,生物疫苗,中证500",B
300567.SZ,SZSE.300567,精测电子,机械设备,通用设备,仪器仪表,"OLED,百元股,半导体概念,超清视频,创业板综,创业成份,存储芯片,富时罗素,富士康,高带宽内存,国产芯片,湖北自贸,华为概念,混合现实,苹果概念,融资融券,柔性屏(折叠屏),深成500,深股通,虚拟现实,中芯概念,中证500,转债标的,锂电池",A
300570.SZ,SZSE.300570,太辰光,通信,通信设备,通信网络设备及器件,"5G概念,CPO概念,QFII重仓,百元股,创业板综,光通信模块,国产芯片,融资融券,深成500,深股通,深圳特区,算力概念,铜缆高速连接,物联网,中证500",A
300577.SZ,SZSE.300577,开润股份,纺织服饰,服装家纺,鞋帽及其他,"贬值受益,创业板综,电商概念,富时罗素,户外露营,深股通,小红书概念,小米概念,养老金",C
300584.SZ,SZSE.300584,海辰药业,医药生物,化学制药,化学制剂,"创业板综,痘病毒防治,固态电池,深股通,幽门螺杆菌概念",B
300593.SZ,SZSE.300593,新雷能,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,"5G概念,创业板综,大飞机,股权激励,国产芯片,基金重仓,军工,军民融合,融资融券,商业航天,深股通,专精特新",A
300595.SZ,SZSE.300595,欧普康视,医药生物,医疗器械,医疗耗材,"AI眼镜,创业板综,富时罗素,互联医疗,跨境电商,人脑工程,融资融券,深成500,深股通,医疗器械概念",B
300596.SZ,SZSE.300596,利安隆,基础化工,化学制品,其他化学制品,"AI眼镜,创业板综,合成生物,融资融券,柔性屏(折叠屏),深股通,新材料",A
300601.SZ,SZSE.300601,康泰生物,医药生物,生物制品,疫苗,"病毒防治,创新药,创业板综,创业成份,痘病毒防治,富时罗素,肝炎概念,免疫治疗,融资融券,深成500,深股通,深圳特区,生物疫苗,中证500,转债标的",B
300604.SZ,SZSE.300604,长川科技,电子,半导体,半导体设备,"2025三季报预增,2025中报预增,MSCI中国,百元股,半导体概念,创业板综,创业成份,存储芯片,国产芯片,融资融券,深成500,深股通,中证500,专精特新",A
300607.SZ,SZSE.300607,拓斯达,机械设备,自动化设备,机器人,"创业板综,低空经济,飞行汽车(eVTOL),富时罗素,工业互联,工业母机,华为概念,机器人概念,机器视觉,人形机器人,融资融券,深股通,物联网",A
300620.SZ,SZSE.300620,光库科技,通信,通信设备,通信网络设备及器件,"2025三季报预增,2025中报预增,5G概念,CPO概念,百元股,创业板综,股权激励,光通信模块,国产芯片,海洋经济,机构重仓,激光雷达,量子科技,融资融券,商业航天,深股通,卫星互联网,无人驾驶,央国企改革",A
300627.SZ,SZSE.300627,华测导航,通信,通信设备,通信终端及配件,"北斗导航,创业板综,创业成份,国产芯片,军民融合,融资融券,商业航天,深成500,深股通,无人机,无人驾驶,雅下水电概念,中证500",A
300628.SZ,SZSE.300628,亿联网络,通信,通信设备,通信终端及配件,"HS300_,MSCI中国,超清视频,创业板综,创业成份,富时罗素,股权激励,融资融券,深成500,深股通,深证100R,信创,远程办公",A
300633.SZ,SZSE.300633,开立医疗,医药生物,医疗器械,医疗设备,"创业板综,富时罗素,融资融券,深成500,深股通,深圳特区,医疗器械概念",B
300642.SZ,SZSE.300642,透景生命,医药生物,医疗器械,体外诊断,"QFII重仓,病毒防治,创业板综,痘病毒防治,基因测序,机构重仓,精准医疗,体外诊断,医疗器械概念,专精特新",B
300652.SZ,SZSE.300652,雷迪克,汽车,汽车零部件,轮胎轮毂,"2025中报预增,创业板综,人脑工程,人形机器人,深股通,新能源车,专精特新",B
300658.SZ,SZSE.300658,延江股份,美容护理,个护用品,生活用纸,"QFII重仓,并购重组概念,创业板综,婴童概念",C
300660.SZ,SZSE.300660,江苏雷利,电力设备,电机Ⅱ,电机Ⅲ,"QFII重仓,边缘计算,创业板综,大数据,机构重仓,机器人概念,机器人执行器,汽车热管理,人形机器人,融资融券,深成500,深股通,物联网,新能源车,液冷概念,医疗器械概念",A
300661.SZ,SZSE.300661,圣邦股份,电子,半导体,模拟芯片设计,"HS300_,LED,MSCI中国,OLED,半导体概念,超清视频,创业板综,创业成份,富时罗素,国产芯片,人工智能,融资融券,深成500,深股通,深证100R,无线耳机,专精特新",A
300662.SZ,SZSE.300662,科锐国际,社会服务,专业服务,人力资源服务,"创业板综,人工智能,社保重仓,深股通,雄安新区",C
300663.SZ,SZSE.300663,科蓝软件,计算机,软件开发,垂直应用软件,"AI应用,ChatGPT概念,Web3.0,阿里概念,百度概念,边缘计算,财税数字化,创投,创业板综,大数据,电子身份证,东数西算,富时罗素,国产软件,鸿蒙概念,互联金融,华为昇腾,华为概念,化债(AMC)概念,跨境支付,蚂蚁概念,区块链,人工智能,融资融券,深股通,数据安全,数据确权,数据要素,数据中心,数字货币,数字经济,数字水印,网络安全,乡村振兴,信创,虚拟机器人,虚拟数字人,移动支付,云计算,智慧城市,转债标的",A
300666.SZ,SZSE.300666,江丰电子,电子,半导体,半导体材料,"2025中报预增,OLED,百元股,半导体概念,创业板综,创业成份,存储芯片,第三代半导体,富时罗素,国产芯片,华为概念,机构重仓,融资融券,深成500,深股通,新材料,中芯概念",A
300676.SZ,SZSE.300676,华大基因,医药生物,医疗服务,诊断服务,"病毒防治,创投,创业板综,创业成份,痘病毒防治,辅助生殖,富时罗素,肝炎概念,合成生物,基因测序,精准医疗,区块链,融资融券,深成500,深股通,深圳特区,体外诊断,一带一路,医疗器械概念,婴童概念,中证500",B
300677.SZ,SZSE.300677,英科医疗,医药生物,医疗器械,医疗耗材,"贬值受益,创业板综,创业成份,富时罗素,股权激励,基金重仓,融资融券,深成500,深股通,消毒剂,养老概念,医疗器械概念,中证500",B
300679.SZ,SZSE.300679,电连技术,电子,消费电子,消费电子零部件及组装,"5G概念,PCB,创业板综,创业成份,电子烟,富时罗素,华为概念,机器人概念,荣耀概念,融资融券,柔性屏(折叠屏),深成500,深股通,深圳特区,无人机,无人驾驶,小米概念,中证500",A
300680.SZ,SZSE.300680,隆盛科技,汽车,汽车零部件,底盘与发动机系统,"北斗导航,创业板综,华为汽车,减速器,节能环保,军工,燃料电池,人形机器人,商业航天,深股通,特斯拉,无人机,新能源车,专精特新",B
300681.SZ,SZSE.300681,英搏尔,汽车,汽车零部件,汽车电子电气系统,"创业板综,低空经济,飞行汽车(eVTOL),股权激励,融资融券,深股通,新能源车",B
300693.SZ,SZSE.300693,盛弘股份,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,"充电桩,储能,创业板综,高压快充,融资融券,深股通,深圳特区,数据中心,养老金,专精特新",A
300695.SZ,SZSE.300695,兆丰股份,汽车,汽车零部件,轮胎轮毂,"创投,创业板综,机构重仓,轮毂电机,人形机器人,深股通,新能源车,专精特新",B
300699.SZ,SZSE.300699,光威复材,国防军工,航空装备Ⅱ,航空装备Ⅲ,"MSCI中国,PEEK材料概念,创业板综,创业成份,大飞机,低空经济,富时罗素,军工,军民融合,融资融券,商业航天,深成500,深股通,碳纤维,无人机,新材料,中证500",A
300703.SZ,SZSE.300703,创源股份,轻工制造,文娱用品,文化用品,"AIGC概念,贬值受益,宠物经济,创业板综,电商概念,谷子经济,跨境电商,深股通,体育产业,央国企改革,一带一路,婴童概念",B
300706.SZ,SZSE.300706,阿石创,电子,半导体,半导体材料,"HIT电池,OLED,半导体概念,玻璃基板,创业板综,复合集流体,国产芯片,深股通,太阳能,稀土永磁,新材料,专精特新",A
300707.SZ,SZSE.300707,威唐工业,汽车,汽车零部件,其他汽车零部件,"储能,创业板综,股权激励,机构重仓,汽车热管理,特斯拉,小米汽车,新能源车,转债标的,昨日触板,锂电池",B
300709.SZ,SZSE.300709,精研科技,电子,消费电子,消费电子零部件及组装,"创业板综,富时罗素,股权激励,混合现实,机器人概念,减速器,融资融券,柔性屏(折叠屏),深股通,特斯拉,尾气治理,无线耳机,液冷概念,智能穿戴",A
300723.SZ,SZSE.300723,一品红,医药生物,化学制药,化学制剂,"创业板综,痘病毒防治,肝炎概念,流感,融资融券,深股通,生物疫苗",B
300724.SZ,SZSE.300724,捷佳伟创,电力设备,光伏设备,光伏加工设备,"2025中报预增,HIT电池,MSCI中国,TOPCon电池,百元股,半导体概念,创业板综,创业成份,富时罗素,钙钛矿电池,融资融券,深成500,深股通,深圳特区,太阳能,碳化硅,中证500,昨日涨停,昨日涨停_含一字",A
300737.SZ,SZSE.300737,科顺股份,建筑材料,装修建材,防水材料,"创业板综,富时罗素,股权激励,融资融券,深股通,水利建设,转债标的",B
300747.SZ,SZSE.300747,锐科激光,机械设备,自动化设备,激光设备,"3D打印,5G概念,创业板综,富时罗素,工业母机,国产芯片,湖北自贸,激光雷达,融资融券,商业航天,深成500,深股通,新能源车,央国企改革",A
300748.SZ,SZSE.300748,金力永磁,有色金属,金属新材料,磁性材料,"2025三季报预增,2025中报预增,AH股,MSCI中国,创业板综,创业成份,磁悬浮概念,风能,富时罗素,机器人概念,人形机器人,融资融券,深成500,深股通,特斯拉,稀土永磁,新能源车,中证500",A
300750.SZ,SZSE.300750,宁德时代,电力设备,电池,锂电池,"AH股,HS300_,MSCI中国,百元股,储能,创业板综,创业成份,动力电池回收,富时罗素,固态电池,华为概念,基金重仓,蚂蚁概念,茅指数,钠离子电池,宁组合,融资融券,深成500,深股通,深证100R,特斯拉,小米汽车,新能源车,锂电池,锂矿概念,麒麟电池",A
300751.SZ,SZSE.300751,迈为股份,电力设备,光伏设备,光伏加工设备,"HIT电池,MSCI中国,OLED,百元股,半导体概念,创业板综,创业成份,富时罗素,融资融券,深成500,深股通,太阳能,中证500,昨日涨停,昨日涨停_含一字",A
300752.SZ,SZSE.300752,隆利科技,电子,光学光电子,LED,"5G概念,AI眼镜,MiniLED,玻璃基板,创业板综,飞行汽车(eVTOL),华为概念,深圳特区,小米概念,小米汽车,虚拟现实",A
300759.SZ,SZSE.300759,康龙化成,医药生物,医疗服务,医疗研发外包,"AH股,AI制药（医疗）,CRO,HS300_,MSCI中国,创业板综,创业成份,富时罗素,基金重仓,人工智能,融资融券,深成500,深股通",B
300760.SZ,SZSE.300760,迈瑞医疗,医药生物,医疗器械,医疗设备,"HS300_,MSCI中国,百元股,创业板综,创业成份,独角兽,富时罗素,茅指数,宁组合,融资融券,深成500,深股通,深证100R,深圳特区,体外诊断,医疗器械概念",B
